chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group	probality
chr4	37648800	37948800	6.05917	6.67644	3.69004	4.98646	9.29921	5.87376	2.38921	5.45718	2.58607	4.29622	Hub	0.66321959744735
chr4	54320979	54620979	3.52037	15.5555	2.81816	3.86598	9.8028	7.52109	2.14878	7.82762	3.06557	5.20304	Hub	0.731353356348749
chr4	54472606	54772606	2.32066	5.20413	4.05593	3.75855	6.96557	7.13946	6.29535	5.46669	2.83422	5.50134	Hub	0.729213313812316
chr4	79575200	79875200	2.67815	3.60353	3.94029	1.51997	4.68229	3.67476	1.2672	2.95354	2.05076	2.53552	Hub	0.508923097621961
chr4	99489316	99789316	3.3689	7.61085	1.37053	6.85738	9.48725	7.19563	1.78523	4.81972	2.8689	6.06736	nonHub	0.218266204327273
chr4	141312975	141612975	5.56231	4.72453	5.98813	1.61547	5.2882	5.1859	4.06759	4.50166	2.27507	2.92927	Hub	0.664651362922637
chr4	141301623	141601623	5.58655	4.90748	5.65896	1.65685	5.54106	5.42134	4.1245	4.66477	2.313	2.97029	Hub	0.63256022924192
chr4	146611525	146911525	3.75062	6.16405	2.62421	3.78003	4.04959	4.73887	6.01659	5.0766	2.40673	3.37001	Hub	0.5966225471902
chr4	148616746	148916746	3.61126	10.7187	2.13106	5.82045	8.33061	10.0971	11.5093	9.04954	2.41594	4.75187	Hub	0.663250222370305
chr4	152914979	153214979	2.08435	1.01969	8.34007	1.14674	2.80348	2.15823	0.675995	1.62152	3.68812	2.38637	nonHub	0.156978670714745
chr4	153961290	154261290	4.6595	1.38412	7.2779	2.70014	3.54868	2.94381	1.29624	2.09316	3.11921	3.27903	nonHub	0.349914004434031
chr4	152956424	153256424	1.69657	1.02406	8.40431	1.16584	2.98456	2.15977	0.696902	1.65822	3.67024	2.50122	nonHub	0.315029015211695
chr4	169770146	170070146	3.22953	12.8113	2.88363	7.40409	12.0545	11.7837	6.90166	9.5606	2.53243	6.52077	Hub	0.733722533184889
chr4	185322543	185622543	5.62291	7.45706	4.1269	5.82443	7.53291	5.94993	2.75741	5.52786	2.89978	4.35513	Hub	0.692731197668644
chr4	185535742	185835742	3.56279	9.84702	2.98764	7.85849	6.91467	8.74293	10.6731	8.59965	2.77245	5.34921	Hub	0.624768345918596
chr4	1639165	1939165	14.2087	8.94687	3.52056	12.5831	8.37347	7.62189	12.1923	9.2942	2.07568	9.72373	Hub	0.772242028962512
chr4	1762192	2062192	7.85268	7.41114	5.65713	11.6242	6.91414	5.97071	9.81819	7.24996	2.61479	9.14429	Hub	0.66045454902432
chr4	4390715	4690715	5.10182	4.01898	6.19371	6.1141	5.91822	5.16128	4.78307	4.74088	2.95396	5.85855	Hub	0.731990193156546
chr4	4492451	4792451	4.88369	3.57948	4.77056	4.5058	6.19305	5.22052	4.43462	4.71914	3.10025	5.51625	Hub	0.713622910465409
chr4	5563196	5863196	4.05358	5.21287	1.53696	16.4356	6.72128	4.25875	3.28822	4.5805	3.24654	5.73625	Hub	0.728666134991041
chr4	6982321	7282321	10.8762	8.40823	8.25441	7.86963	8.71687	7.70729	9.43838	8.23538	3.21891	6.30376	Hub	0.892890030665686
chr4	7566351	7866351	7.95568	5.86011	9.95412	9.04502	6.46198	3.18694	1.02096	4.41603	5.31464	5.61842	Hub	0.871801385013767
chr4	7691193	7991193	10.0946	22.4215	5.84741	17.3913	17.0143	11.9868	4.15005	13.2685	3.93139	11.8856	Hub	0.968073640411557
chr4	14827452	15127452	5.8168	7.64146	5.66569	2.83383	7.017	6.62933	2.84452	5.0902	2.94638	3.3357	nonHub	0.35382514274211
chr4	14900832	15200832	3.96269	7.24277	4.75465	5.3581	6.5927	6.30541	2.78529	4.98826	2.59853	3.59149	Hub	0.605704704409341
chr4	16258208	16558208	3.73245	6.19174	2.37029	4.45089	6.92593	6.30156	2.87588	4.57098	2.75078	3.57285	Hub	0.579019351082683
chr4	25541281	25841281	6.71961	10.272	6.52901	2.82906	9.28046	5.28746	1.38684	5.903	4.12103	3.65936	Hub	0.823193542086152
chr4	38268758	38568758	6.45301	8.2457	5.16887	5.59126	7.22754	7.87503	6.82732	7.93092	3.41667	6.84516	Hub	0.804409988760923
chr4	39500940	39800940	5.07152	5.28211	2.51224	8.63678	4.59496	4.64961	6.20824	4.99505	2.45929	6.32165	nonHub	0.447988887843004
chr4	38897787	39197787	2.08435	3.61665	3.3572	8.55242	3.79672	4.48573	5.81565	4.88632	2.52105	4.96888	nonHub	0.209367520640363
chr4	40115626	40415626	1.69051	4.10499	4.55336	2.69536	5.28713	4.05562	1.89557	3.66983	2.84614	3.34689	nonHub	0.42462767624888
chr4	53987040	54287040	3.19924	10.4119	2.87751	3.83733	9.65333	5.60216	1.2823	5.76164	2.87865	3.07917	nonHub	0.466087931447615
chr4	55049974	55349974	2.13889	3.57	5.31204	2.65955	4.83711	4.15487	3.05127	3.258	2.63375	3.29021	nonHub	0.336699949129696
chr4	57136287	57436287	4.21718	2.34113	8.60928	2.43195	4.02227	3.48317	2.21731	3.05276	3.93898	3.4677	Hub	0.587557917974548
chr4	74041234	74341234	1.7208	2.88049	2.09496	7.25368	3.02902	3.87481	3.3219	3.22945	1.86817	5.59381	nonHub	0.0569442509439181
chr4	74764145	75064145	2.70845	2.99128	6.75845	1.61308	4.16156	3.48317	1.41239	2.77276	3.00706	2.70704	nonHub	0.422973303952061
chr4	77658002	77958002	3.25377	19.2312	1.9732	5.30239	13.9242	11.7706	5.28717	12.1118	2.89274	3.53556	Hub	0.920823715712032
chr4	77913998	78213998	3.40525	14.7392	2.98458	10.1058	10.653	10.6419	8.41858	9.66526	3.03903	10.4583	Hub	0.894523148091694
chr4	99671221	99971221	2.46002	5.82221	3.79834	3.53811	6.81878	6.91941	6.14552	5.40961	3.22812	5.40215	Hub	0.691473741976627
chr4	104007426	104307426	2.79328	3.12758	1.90162	3.28346	2.37061	4.48265	5.84353	4.22167	2.12011	2.61905	nonHub	0.260411753250517
chr4	119968872	120268872	5.00487	11.1816	2.25649	2.77494	7.66738	8.51134	6.61593	8.75459	2.28049	3.17686	Hub	0.734011758118162
chr4	119734720	120034720	2.73874	7.62178	2.35867	12.6571	6.37305	7.35644	7.87384	7.12084	2.08273	8.78335	Hub	0.643676705782647
chr4	120665269	120965269	3.84151	14.6816	1.71867	8.02481	8.65741	10.0002	8.52892	9.42332	2.71069	8.97053	Hub	0.682506142897986
chr4	126276070	126576070	3.56885	3.84333	1.51615	2.52586	3.63654	6.03919	6.6078	3.81527	1.92398	2.50196	nonHub	0.229653980965475
chr4	129192647	129492647	2.70239	9.14221	1.75539	6.84623	6.56699	6.70243	8.03645	7.08142	3.3652	3.89501	nonHub	0.378959875273061
chr4	139914371	140214371	4.80492	3.89289	5.31939	4.11825	5.30427	4.64423	2.9479	4.02594	2.88298	5.2545	nonHub	0.481772433834657
chr4	141059398	141359398	3.10229	8.40532	3.00049	2.44071	8.3949	9.65931	8.35934	7.90645	2.07027	3.49902	Hub	0.7666903630885
chr4	140692900	140992900	7.51336	4.16403	5.81926	3.34951	5.55606	6.37389	6.149	5.31854	2.58282	4.08741	Hub	0.784114566192379
chr4	141157887	141457887	4.47166	11.1233	3.82771	2.35874	10.2823	10.9258	8.83788	9.021	2.18079	3.35584	Hub	0.87598222010916
chr4	148134068	148434068	3.28407	2.33894	4.16912	1.16664	3.28456	3.27389	1.26488	2.47102	2.30595	1.91954	nonHub	0.493688681997736
chr4	151195344	151495344	4.00511	8.15677	1.54858	4.81218	9.27939	7.53956	4.3417	6.3692	2.48963	3.97108	Hub	0.567726977953036
chr4	153259619	153559619	1.84805	1.30468	6.0897	1.77383	2.62133	2.49908	1.29624	1.78463	2.48421	2.95388	nonHub	0.066162149538559
chr4	157829016	158129016	2.6418	5.97964	1.42621	2.83065	6.51716	7.72037	5.03164	5.0834	2.65813	4.32605	nonHub	0.354265128335155
chr4	169519911	169819911	2.95081	4.74567	2.18429	3.04074	6.7202	6.64549	3.5995	4.51933	1.93752	2.64962	nonHub	0.420365855264454
chr4	170343883	170643883	2.27219	5.39946	1.93955	3.89622	7.19379	6.96095	4.92362	4.70282	3.05745	6.77208	nonHub	0.315497219438344
chr4	177451275	177751275	2.151	3.14361	1.93649	1.87649	4.30513	5.02124	4.20116	3.54615	2.54977	2.28122	nonHub	0.19886290563176
chr4	184935436	185235436	3.18712	6.54379	5.81009	4.45725	4.3212	4.69424	3.2104	4.28419	3.37116	2.72494	nonHub	0.401720110410905
chr4	187701473	188001473	5.45931	13.003	2.23446	15.7663	10.376	9.69779	9.3745	9.84059	3.06287	13.5225	Hub	0.905692122795511
chr5	33362106	33662106	3.64762	4.76972	2.5673	5.68756	4.55371	4.53112	4.85393	4.95699	2.90032	4.44686	nonHub	0.48701166612389
chr5	167622662	167922662	6.18035	5.19538	3.13326	8.34154	6.9436	4.91429	4.09314	5.32262	2.41919	4.70116	Hub	0.856537279602428
chr5	159261017	159561017	8.84032	9.28069	3.69494	6.00906	8.74312	7.19486	5.46139	7.30569	2.62942	4.59974	Hub	0.745844470474898
chr5	142353771	142653771	3.19318	9.0183	3.60071	2.84577	10.2421	7.16023	1.92694	5.76436	2.71936	3.31333	Hub	0.601774980379806
chr5	14402931	14702931	5.75621	8.71436	6.15517	23.7665	10.8116	5.33286	1.72599	5.87717	2.98159	16.9686	Hub	0.91272243037539
chr5	32278576	32578576	4.15659	6.26827	3.49915	8.49592	6.14751	5.70218	5.46952	5.27912	3.01519	6.74598	Hub	0.730014966605073
chr5	38642668	38942668	4.32018	6.59116	6.28427	6.67196	5.81589	5.36517	5.06183	5.70863	4.07822	5.59903	Hub	0.654364540890372
chr5	34392987	34692987	4.48984	12.3164	4.17401	2.37863	9.49582	7.59342	3.82948	7.8915	3.95415	3.07395	Hub	0.624280185701448
chr5	53442207	53742207	3.96875	2.33384	4.70509	2.15104	3.6869	3.97945	3.86316	3.25256	2.67764	3.84579	nonHub	0.465443544814309
chr5	57634764	57934764	3.59914	2.24565	3.12776	2.17252	1.86381	3.39853	5.28252	3.16421	2.61262	2.75253	nonHub	0.29416907631804
chr5	55279493	55579493	2.73268	11.7574	2.88975	5.36605	9.10956	7.06406	5.13036	7.38452	3.41938	4.88461	nonHub	0.348735193368681
chr5	55438108	55738108	5.50172	12.5125	3.31437	2.80439	9.13956	5.2336	1.28695	6.62337	3.94385	3.07917	Hub	0.728579705426309
chr5	55540865	55840865	5.04728	12.4352	3.53341	2.74152	8.9392	5.80067	2.10813	7.60607	4.18767	2.86439	Hub	0.738763344776499
chr5	56495965	56795965	4.58073	15.194	2.79919	5.52442	9.14867	7.51571	6.00498	8.20956	3.41504	6.44023	Hub	0.837008473232328
chr5	72304740	72604740	5.83498	2.90236	6.08358	4.44293	5.13605	4.30491	2.30675	3.36673	3.17556	3.80776	Hub	0.621599286618924
chr5	81587321	81887321	3.98087	4.16622	4.44751	2.24335	4.68229	4.02484	3.03966	4.27468	2.80442	2.91138	Hub	0.516033577483096
chr5	95284342	95584342	2.35096	14.1576	1.91997	4.85754	9.5435	10.5072	9.32804	10.8641	2.65434	7.02713	Hub	0.737700340483684
chr5	95339139	95639139	1.44208	13.1546	1.92976	2.25927	9.0442	6.92479	1.42517	7.49462	2.89924	2.32	nonHub	0.23384410289186
chr5	95172743	95472743	6.42271	20.8296	1.85022	9.62834	12.3931	14.2243	13.4862	14.75	2.54652	10.1466	Hub	0.8180653340026
chr5	118268032	118568032	4.17476	1.79739	1.81902	3.53891	2.12471	2.61911	4.21394	2.7116	2.24365	2.83755	nonHub	0.436993262167963
chr5	124664278	124964278	1.53903	2.1232	3.52117	1.22871	3.24117	3.23465	0.882743	1.94773	2.72207	2.16638	nonHub	0.257315761774223
chr5	132032645	132332645	7.62243	6.87834	3.93294	9.13972	7.5238	7.45646	10.5139	7.655	2.23714	9.0973	Hub	0.904111279151359
chr5	131957602	132257602	8.17381	5.1655	4.37286	7.30302	6.54716	6.03688	7.5974	6.05795	2.06918	4.54903	Hub	0.771856168510129
chr5	132094060	132394060	7.10134	6.89	4.04614	9.59014	7.08504	7.49416	12.2179	8.07907	2.60449	9.37845	Hub	0.903304081257417
chr5	138392713	138692713	4.18688	7.66333	3.76224	7.12874	7.66952	6.93172	6.83661	7.17249	2.82555	9.99965	Hub	0.860251065802646
chr5	138236900	138536900	2.16918	3.22889	2.59117	9.14052	7.28594	3.99868	1.06858	3.55702	2.54218	7.62521	Hub	0.748807931530994
chr5	139353557	139653557	9.82191	4.11228	7.11026	3.30972	5.78428	6.84785	7.61947	5.95329	2.28266	6.5327	Hub	0.740082038469839
chr5	146698608	146998608	6.88321	4.37467	3.54993	2.82189	5.06908	6.00456	5.49508	4.25021	1.95107	3.63027	nonHub	0.33964820974915
chr5	149899380	150199380	9.47653	14.842	4.50013	9.89175	11.7791	12.7055	12.9182	14.0147	2.67601	5.97488	Hub	0.979550453635132
chr5	158260539	158560539	4.38078	4.52701	5.31939	3.61371	4.51032	5.27515	2.54834	3.6943	2.07027	3.44458	nonHub	0.393120599024937
chr5	170623942	170923942	7.1377	4.54085	9.86662	5.08434	5.48213	5.16436	5.13501	5.00049	3.22324	7.51335	Hub	0.913065284442429
chr5	171927491	172227491	12.7909	19.6044	7.36723	6.33374	13.6445	10.6119	11.8578	15.1129	3.5467	6.20159	Hub	0.984405235045373
chr5	173964907	174264907	4.32624	1.94389	8.22015	2.07862	3.1217	3.54318	3.17787	2.79995	4.72352	2.54671	nonHub	0.492237216879297
chr5	173959561	174259561	4.34442	2.15454	8.25563	2.11204	3.36921	3.72938	3.20807	2.89781	4.6585	2.56833	nonHub	0.40489637944668
chr5	409155	709155	4.72615	14.8937	7.64195	12.5131	9.44011	5.26592	6.29187	8.36314	3.88425	4.86969	Hub	0.789807475360081
chr5	1669972	1969972	7.29523	3.44682	11.6789	4.6387	3.55457	4.19642	5.13501	3.99604	4.07876	3.80403	Hub	0.731239645170998
chr5	9504138	9804138	3.99905	5.23838	3.11368	3.39964	5.70071	7.01327	7.1479	5.31039	2.98376	4.66238	Hub	0.806701586646368
chr5	10047273	10347273	5.66532	4.03065	4.81339	4.56469	3.8878	3.40315	4.2	4.39021	3.70708	3.75556	nonHub	0.440438746114273
chr5	10529129	10829129	7.02257	12.9892	3.5689	10.6175	14.3024	9.49004	7.05033	8.86741	3.42696	10.0064	Hub	0.866013866089655
chr5	14040781	14340781	5.50172	43.1957	2.43086	11.1587	22.1567	22.107	12.2376	27.797	4.02079	21.3461	Hub	0.932184002775967
chr5	14201204	14501204	6.70144	30.3938	1.25551	30.1599	24.7786	19.2748	4.2755	19.3482	2.39481	36.1125	Hub	0.890779615999847
chr5	15867375	16167375	2.67209	1.28208	3.0525	1.67993	2.68294	2.32057	0.651604	1.51551	2.24527	3.18133	nonHub	0.243834725752546
chr5	16865888	17165888	3.05988	10.8274	2.60707	7.45422	12.1509	9.48004	8.01554	8.61324	3.05636	22.0382	Hub	0.826416264969947
chr5	31563692	31863692	3.56885	1.92276	8.69188	3.30972	2.14935	2.5137	3.80276	3.25528	3.12572	3.44533	nonHub	0.262993448528001
chr5	32867700	33167700	2.30248	4.65237	2.13595	1.74916	4.71925	3.12847	0.756139	2.84344	3.90972	2.17235	nonHub	0.312073281376953
chr5	34759231	35059231	4.47166	8.31931	3.4245	10.8642	7.14129	6.53008	7.6938	6.27678	3.01302	10.5955	Hub	0.604674211360912
chr5	39097711	39397711	4.15053	3.44318	4.61393	1.46824	2.89134	3.36237	4.3057	3.16965	2.4154	2.78833	nonHub	0.310694485825142
chr5	38860563	39160563	3.69609	7.99569	1.06767	10.8244	6.02268	6.99558	8.68457	7.0121	2.83043	7.03906	nonHub	0.34978542307385
chr5	52602197	52902197	2.76298	10.9585	2.60524	3.00333	6.81503	6.68858	8.30592	8.51402	3.35111	2.77192	Hub	0.51007428407424
chr5	52617607	52917607	2.78722	11.0351	2.57587	3.18239	7.02986	6.78245	8.33147	8.58877	3.27417	3.40207	Hub	0.540775157448926
chr5	52516077	52816077	3.16288	11.6043	2.65541	2.88556	7.86881	6.67781	6.57063	8.18237	4.02296	2.42739	Hub	0.618458305399739
chr5	54086198	54386198	5.26541	9.76393	6.92365	2.04838	7.5463	5.44981	1.60868	4.95564	3.96661	3.12988	Hub	0.624485429563327
chr5	55134571	55434571	2.9084	7.52849	3.936	5.96847	6.59699	5.66987	4.94452	5.98047	3.11217	4.98603	Hub	0.532206127757308
chr5	55016854	55316854	2.99323	3.10863	4.90211	5.58331	3.82083	3.19156	2.83291	3.33683	2.66247	4.09711	nonHub	0.328833600523626
chr5	55595923	55895923	5.15029	12.0373	3.93233	2.67706	9.00456	5.61831	2.03496	7.52588	3.73309	2.91287	Hub	0.620755692006675
chr5	56909229	57209229	2.11465	6.36376	2.49633	1.81123	5.86732	3.74093	0.83396	3.46052	2.62454	1.96727	nonHub	0.280982292397082
chr5	56925069	57225069	2.98111	6.54379	2.49755	1.81442	6.18769	3.97483	0.887389	3.67663	2.56982	1.97547	nonHub	0.467824359324738
chr5	57368893	57668893	0.981585	1.66474	2.49021	1.22155	3.14152	2.78377	0.838606	1.67861	2.19759	2.07242	nonHub	0.230342741109582
chr5	65106555	65406555	1.77534	7.70706	1.70583	7.52027	7.73863	6.64549	6.70536	6.07018	2.65867	9.68346	nonHub	0.472749242800911
chr5	71756337	72056337	3.30224	5.28576	4.94249	1.89877	7.01057	4.72963	1.16615	4.06944	3.00868	2.82487	Hub	0.71224128282717
chr5	71580813	71880813	5.47749	6.63344	2.54038	4.19464	7.66309	5.88607	4.47992	5.38922	2.54381	3.2395	nonHub	0.485126172535411
chr5	72657888	72957888	8.46465	7.75079	4.24621	3.87155	7.70702	9.637	11.838	9.33905	2.95613	4.19405	Hub	0.895292359854272
chr5	72878945	73178945	3.6355	8.07806	1.98116	4.80581	7.9631	7.35413	5.58335	6.2958	2.21601	4.4834	Hub	0.508016366911339
chr5	72846669	73146669	6.07734	7.43811	2.1641	4.54798	7.75524	7.24564	5.66233	6.16804	2.26478	4.49459	Hub	0.647202826454647
chr5	73499387	73799387	1.78745	1.82873	8.39391	1.63377	3.74583	2.58526	0.843252	2.17879	3.00706	3.04561	nonHub	0.269485896215541
chr5	73423797	73723797	1.92681	1.97742	7.25527	1.66003	4.15084	2.77222	0.853705	2.32015	2.82934	3.07395	nonHub	0.206070693089723
chr5	79358821	79658821	3.50826	2.33967	6.10194	3.29698	3.6869	3.6509	3.44851	3.48634	2.81146	3.98674	nonHub	0.441148464854384
chr5	86324029	86624029	1.30272	3.60426	2.32807	1.93617	3.94941	4.14872	4.61001	3.48091	2.52051	2.87558	nonHub	0.194979267045329
chr5	94945100	95245100	8.24652	19.6809	2.11454	9.04104	11.5691	12.6247	11.0575	12.5916	2.38777	4.59377	Hub	0.977507774559907
chr5	95486403	95786403	2.65997	13.6167	3.62029	2.29746	8.18918	5.83606	1.23003	7.19423	3.39445	2.55193	Hub	0.642864739707025
chr5	95712505	96012505	2.84781	2.98035	6.03035	1.78895	4.01584	3.26081	0.892035	2.57976	2.99351	3.02249	nonHub	0.284359969087891
chr5	111192165	111492165	1.33908	3.65163	1.93221	1.36718	5.04283	3.72323	0.713163	2.69121	2.80442	1.90984	nonHub	0.0802511439348186
chr5	112395844	112695844	3.58703	8.00736	3.77203	9.56388	10.2678	7.25333	4.43114	6.23872	2.57253	7.88995	Hub	0.938018909692522
chr5	114755703	115055703	3.29013	4.12248	3.21097	2.93808	5.17891	6.91402	8.02483	5.2832	2.59149	4.83614	Hub	0.605514567076372
chr5	124020063	124320063	1.69051	6.94466	3.33028	2.92933	6.32001	8.08816	6.8552	6.31755	2.69985	3.99718	Hub	0.715911279357904
chr5	131453385	131753385	9.47048	11.1765	3.5793	7.48685	9.93887	8.5952	8.40697	8.82119	2.86565	5.13518	Hub	0.91945646850339
chr5	131700403	132000403	11.3852	13.4075	3.60316	6.76984	10.7714	9.23613	8.49292	9.5905	2.52485	4.5714	Hub	0.932500067658625
chr5	131527097	131827097	12.1304	14.756	3.39268	8.6137	13.1565	10.9989	10.1469	11.4322	2.31191	5.73699	Hub	0.986008836582848
chr5	132822234	133122234	2.84781	0.417642	6.54981	0.970076	0.966458	0.707868	0.340321	1.12542	2.09465	2.76372	nonHub	0.150252397036183
chr5	133479755	133779755	8.34953	8.04234	2.37396	9.55672	6.53591	8.18126	13.7429	9.16235	2.83205	10.1645	Hub	0.632225850631133
chr5	133732129	134032129	9.50683	15.6044	2.90871	11.0409	11.7464	10.3456	15.3655	12.54	2.55519	7.57003	Hub	0.846603564837944
chr5	134430398	134730398	6.65296	16.3842	5.36466	7.54176	16.1517	7.07483	1.48789	8.81984	3.33648	4.66834	Hub	0.889680823086895
chr5	138106143	138406143	2.35702	4.49712	1.90773	10.9326	8.25132	5.53137	3.55885	4.54652	2.65813	12.7872	Hub	0.757351904807884
chr5	138099974	138399974	2.33278	4.5117	1.99217	10.8356	8.29686	5.63216	3.62273	4.58457	2.57903	12.776	Hub	0.709071485991882
chr5	138085816	138385816	2.59332	4.5824	2.43515	10.7098	8.33329	5.72142	3.65409	4.70011	2.65813	12.7507	Hub	0.748720677634083
chr5	138911610	139211610	15.6326	11.9141	8.77815	6.5311	11.9832	9.31692	9.08761	10.4998	2.89111	8.15618	Hub	0.99305402916549
chr5	141112387	141412387	10.9004	5.05325	11.8986	5.8499	4.65443	6.26694	7.97489	6.63017	2.93121	4.72502	Hub	0.559287507865248
chr5	141170482	141470482	10.7247	5.92571	9.81645	5.95494	5.1473	7.47185	10.3955	7.74471	2.79358	4.75336	Hub	0.596555967710009
chr5	141964039	142264039	15.1116	5.68955	7.96684	2.56167	8.61508	6.08997	3.60531	5.50611	2.52539	4.08741	Hub	0.637724557929547
chr5	141903284	142203284	14.8631	6.57804	6.52656	2.68979	9.17814	6.87093	3.82716	5.90028	2.56386	3.88084	Hub	0.735839419817529
chr5	141571186	141871186	3.3386	12.046	3.05495	5.90799	9.63029	9.42772	7.67638	10.092	3.14685	6.64083	Hub	0.846605174623899
chr5	141880506	142180506	14.8328	6.48766	6.15823	2.75823	8.85348	6.7609	3.84342	5.96144	2.56494	3.74959	Hub	0.741451493373353
chr5	141707803	142007803	5.85315	9.48259	2.53671	4.14849	9.75405	7.19486	2.95719	7.14259	2.78329	3.71156	Hub	0.6009819401406
chr5	143164741	143464741	2.85387	3.27845	2.15431	1.56454	5.16284	3.82018	0.869967	2.71024	2.8987	2.19397	nonHub	0.387304601201315
chr5	148051777	148351777	4.91398	4.04668	4.33248	1.68152	6.79092	5.15435	2.69701	4.02051	2.22847	2.86738	Hub	0.681067562948762
chr5	148081084	148381084	5.56837	4.97453	4.24254	1.92344	8.02149	5.92916	2.80852	4.60904	2.25015	3.01876	nonHub	0.451637190046237
chr5	148004203	148304203	3.61126	2.94463	4.62249	1.438	5.01765	4.38493	2.56692	3.17645	2.16237	2.78311	Hub	0.726846993199679
chr5	148023021	148323021	4.70191	3.04886	4.39856	1.52952	5.28498	4.46726	2.58551	3.31237	2.23769	2.78907	Hub	0.751524348905573
chr5	148915635	149215635	12.0941	3.70849	12.735	2.61101	4.75461	3.56319	2.21963	3.9376	3.66699	4.16422	Hub	0.77786965363785
chr5	149203368	149503368	7.93751	14.2042	7.27913	11.7913	10.3337	6.84708	6.18501	10.5066	2.69606	5.46927	Hub	0.941185659104322
chr5	152702703	153002703	2.50244	3.21796	2.73128	1.22234	3.89851	3.13539	0.887389	2.60694	2.74103	1.87256	nonHub	0.466310976255191
chr5	158471454	158771454	4.2293	7.66479	4.53867	4.56787	4.25638	5.81913	7.91565	7.20647	2.73669	3.65339	nonHub	0.401870196598501
chr5	158387289	158687289	5.65926	7.90459	5.03916	4.56628	4.60514	7.38414	9.31526	7.67267	2.28049	3.74288	nonHub	0.471601036213707
chr5	171196048	171496048	6.76203	6.45705	1.91936	8.37814	7.37755	6.04611	5.4823	6.54182	2.41703	10.2241	Hub	0.769605982611401
chr5	172227704	172527704	11.0762	28.3632	1.8906	14.2058	14.6447	10.084	10.0133	16.5741	2.64296	7.29559	Hub	0.969982429332337
chr5	172348271	172648271	6.18035	7.11886	11.0144	8.12985	5.80625	5.1105	5.3464	5.68824	4.27598	6.655	Hub	0.886031067210166
chr5	172372352	172672352	7.52548	7.76027	11.3969	7.23697	6.53859	5.3444	5.42539	6.35017	4.3941	5.67062	Hub	0.864722320403683
chr5	173738105	174038105	4.9564	6.17571	5.98446	2.0826	5.96536	4.1241	1.1406	4.17002	3.78239	2.64142	Hub	0.804298692570169
chr5	174274297	174574297	4.25353	0.637032	3.24033	1.09024	1.30183	1.14644	0.421626	1.20833	4.3475	1.90686	nonHub	0.0861080580177513
chr5	174531745	174831745	3.38707	1.50803	5.02387	1.41174	3.20367	2.35981	0.709679	1.84171	3.1994	2.47064	Hub	0.50228492938813
chr5	174663917	174963917	4.83521	1.71211	4.29822	4.28695	2.81526	2.80993	2.60061	2.60422	3.54399	3.67427	nonHub	0.240182970577692
chr5	176196352	176496352	7.90115	5.41696	5.93062	8.49035	5.87696	5.0474	6.5776	6.21425	2.60612	6.98462	Hub	0.769102048919561
chr5	178373472	178673472	5.64714	9.77413	1.42193	9.08163	9.11171	4.09948	3.39275	6.46435	6.66646	4.40584	Hub	0.687676112126339
